,cust_number,name_customer,invoice_id,total_open_amount,due_in_date,clear_date
36794,0200466603,SMITH'S in,1930716051.0,26895.27,2020-04-12,2020-04-18
21114,0200794332,COST corp,1930715228.0,35116.9,2020-04-12,2020-04-18
43884,0200749782,KROG co,1930710145.0,100688.11,2020-04-12,2020-04-16
48354,0200750051,ALBER corp,1930714039.0,92217.09,2020-04-12,2020-04-16
37210,0200769623,WAL-MAR in,1930708899.0,24744.85,2020-04-12,2020-04-18
9459,0200772670,ASSOCIAT systems,1930716345.0,39556.41,2020-04-12,2020-04-18
37782,0200769623,WAL-MAR trust,1930714487.0,16386.05,2020-04-12,2020-04-18
24245,0200407025,ALBERT foundation,1930703988.0,86627.4,2020-04-12,2020-04-16
17413,0200799538,UNITE corporation,1930714690.0,46022.31,2020-04-12,2020-04-18
47848,0200769623,WAL-MAR llc,1930710181.0,12924.99,2020-04-12,2020-04-18
423,0200936373,SUPE us,1930715767.0,84790.93,2020-04-12,2020-04-16
36481,0200762301,C&S WH trust,1930711416.0,25819.7,2020-04-12,2020-04-18
21027,CCU013,KRAFT F ,1930692874.0,3514.88,2020-03-28,2020-03-31
31418,0200759878,SA trust,1930706599.0,13361.87,2020-04-12,2020-04-18
41172,200772670,ASSOCIAT co,1930716493.0,74629.19,2020-04-12,2020-04-17
1503,0200769623,WAL-MAR co,1930706965.0,53568.09,2020-04-12,2020-04-18
1801,0100031704,DELHAIZE ,1930705678.0,63999.36,2020-04-12,2020-04-17
40602,0200769623,WAL-MAR in,1930710466.0,82758.82,2020-04-12,2020-04-14
22619,0200875006,KROGER us,1930712279.0,93753.45,2020-04-12,2020-04-16
32839,CCU013,KRAFT F associates,1930693748.0,19810.31,2020-03-28,2020-04-03
40301,100001196,DOLLAR trust,1930715290.0,40901.71,2020-04-12,2020-04-18
43727,0200769623,WAL-MAR associates,1930716030.0,1308.01,2020-04-12,2020-04-13
12974,0200769623,WAL-MAR systems,1930705219.0,35954.58,2020-04-12,2020-04-18
29252,0200769623,WAL-MAR systems,1930712261.0,34272.93,2020-04-12,2020-04-18
37824,0200772595,SAFEW corporation,1930714975.0,35429.42,2020-04-12,2020-04-18
45547,0200769623,WAL-MAR trust,1930713663.0,13635.52,2020-04-12,2020-04-18
3697,0200769623,WAL-MAR systems,1930704927.0,1356.55,2020-04-12,2020-04-13
32886,0200769623,WAL-MAR us,1930717705.0,40132.46,2020-04-12,2020-04-18
17693,0200769623,WAL-MAR foundation,1930716538.0,16166.18,2020-04-12,2020-04-18
4475,0200769623,WAL-MAR ,1930714465.0,1135.79,2020-04-12,2020-04-13
46538,0200769623,WAL-MAR llc,1930710587.0,64499.19,2020-04-12,2020-04-17
12966,0200744019,TARG co,1930714008.0,55526.02,2020-04-12,2020-04-18
37198,0200769623,WAL-MAR corp,1930716537.0,31388.64,2020-04-12,2020-04-18
40292,0200769623,WAL-MAR associates,1930704416.0,30928.12,2020-04-12,2020-04-18
36782,0200799538,UNITE ,1930714691.0,4839.29,2020-06-01,2020-06-04
8110,0200761734,H E BUT systems,1930710401.0,46926.63,2020-04-12,2020-04-18
38120,0200706844,WINC systems,1930717447.0,26088.84,2020-04-12,2020-04-18
15708,0200769623,WAL-MAR llc,1930710268.0,757.33,2020-04-12,2020-04-13
24967,0200743123,KROGER llc,1930713235.0,47722.8,2020-04-12,2020-04-18
12612,0200707822,PUBLI foundation,1930716090.0,78632.38,2020-04-12,2020-04-17
43081,0200769623,WAL-MAR llc,1930709349.0,1834.9,2020-04-12,2020-04-13
8108,0200780383,MEIJ systems,1930715650.0,46419.04,2020-04-12,2020-04-18
7738,0200769623,WAL-MAR systems,1930710700.0,13127.43,2020-04-12,2020-04-18
14221,0200762301,C&S WH corp,1930714715.0,23055.55,2020-04-12,2020-04-18
29824,0200749782,KROG corporation,1930713736.0,5158.54,2020-04-12,2020-04-15
27290,0200759878,SA co,1930708323.0,38228.02,2020-04-13,2020-04-19
38605,0200769623,WAL-MAR corp,1930717601.0,349.17,2020-04-13,2020-04-24
6195,0200769623,WAL-MAR llc,1930715023.0,57703.03,2020-04-13,2020-04-19
26952,0200769623,WAL-MAR llc,1930715443.0,19958.12,2020-04-13,2020-04-19
9088,0200769623,WAL-MAR trust,1930715348.0,56740.2,2020-04-13,2020-04-19
18588,0200794332,COST foundation,1930714290.0,108597.76,2020-04-13,2020-04-17
18898,0200769623,WAL-MAR llc,1930717463.0,6532.6,2020-04-13,2020-04-16
19026,0200726979,BJ'S  associates,1930715387.0,635.09,2020-04-13,2020-04-14
4208,0200759878,SA us,1930717321.0,26896.17,2020-04-13,2020-04-19
13471,0140104285,BUY- corp,2960624684.0,103975.5,2020-04-17,2020-04-17
2790,0200769623,WAL-MAR associates,1930714839.0,27659.54,2020-04-13,2020-04-19
20799,0200744019,TARG llc,1930716359.0,2108.69,2020-04-13,2020-04-14
46036,0200762301,C&S WH co,1930717518.0,25839.82,2020-04-13,2020-04-19
25432,0200769623,WAL-MAR in,1930715138.0,4821.77,2020-04-13,2020-04-16
40066,200148860,DOLLA foundation,1930717507.0,5426.66,2020-06-02,2020-06-05
35153,0200769623,WAL-MAR us,1930711085.0,41147.42,2020-04-13,2020-04-19
29211,0200769623,WAL-MAR associates,1930716329.0,26849.11,2020-04-13,2020-04-19
44935,0200729290,KROGER in,1930716471.0,18147.07,2020-04-13,2020-04-19
2618,0200769623,WAL-MAR associates,1930711081.0,28382.05,2020-04-13,2020-04-19
9723,0200769623,WAL-MAR ,1930716223.0,52061.59,2020-04-13,2020-04-19
42940,0140104423,METRO  llc,2960624196.0,108437.19,2020-04-10,2020-04-10
15377,0200769623,WAL-MAR systems,1930714622.0,3564.01,2020-04-13,2020-04-16
38820,0200704045,RA co,1930718788.0,1122.59,2020-04-13,2020-04-14
38890,0100009932,SYSCO IN llc,1991841828.0,12916.76,2020-04-28,2020-05-03
6724,0140106408,WAL-M ,2960624665.0,157217.95,2020-04-09,2020-04-13
30312,0200707005,KING S llc,1930711968.0,146315.74,2020-04-13,2020-04-21
39432,0200769623,WAL-MAR us,1930712296.0,47208.35,2020-04-13,2020-04-19
41083,0200769623,WAL-MAR in,1930714626.0,1132.13,2020-04-13,2020-04-14
12379,0200769623,WAL-MAR in,1930716732.0,40826.93,2020-04-13,2020-04-19
24392,0140106408,WAL-M in,2960623682.0,61849.51,2020-04-08,2020-04-08
6539,0200769623,WAL-MAR trust,1930718628.0,10408.28,2020-04-13,2020-04-19
703,0140103496,JAME in,1991840174.0,28324.32,2020-05-13,2020-05-18
27029,0200769623,WAL-MAR ,1930715571.0,10628.52,2020-04-13,2020-04-19
41819,0200769623,WAL-MAR us,1930709074.0,32318.02,2020-04-13,2020-04-19
1922,0200769623,WAL-MAR corp,1930715024.0,22871.55,2020-04-13,2020-04-19
36704,0200769623,WAL-MAR trust,1930713585.0,16170.98,2020-04-13,2020-04-19
28337,0200769623,WAL-MAR llc,1930714586.0,60991.01,2020-04-13,2020-04-17
10661,0200769623,WAL-MAR foundation,1930718516.0,13896.08,2020-04-13,2020-04-19
38566,0200769623,WAL-MAR systems,1930719154.0,13768.88,2020-04-13,2020-04-19
5599,0100004536,BAS corp,1930717261.0,40314.74,2020-04-13,2020-04-19
43793,0200820380,SMITH'S foundation,1930714034.0,43927.84,2020-04-13,2020-04-19
17286,0200769623,WAL-MAR systems,1930713422.0,35954.58,2020-04-13,2020-04-19
5615,0200769623,WAL-MAR llc,1930714880.0,6325.88,2020-04-13,2020-04-16
6994,0200769623,WAL-MAR corporation,1930717065.0,6640.59,2020-04-13,2020-04-16
21450,0140106293,ATLANT corporation,2960624192.0,21598.56,2020-04-16,2020-04-23
14183,0140106231,PRATT foundation,2960624849.0,37289.22,2020-04-14,2020-04-21
28680,0200769623,WAL-MAR in,1930716063.0,15894.59,2020-04-13,2020-04-19
41844,0200769623,WAL-MAR associates,1930712399.0,21299.45,2020-04-13,2020-04-19
24170,0200769623,WAL-MAR ,1930717019.0,678.15,2020-04-13,2020-04-14
41853,0200780383,MEIJ co,1930717183.0,27901.03,2020-04-13,2020-04-19
41865,0200769623,WAL-MAR foundation,1930716225.0,27003.78,2020-04-13,2020-04-19
5699,0200769623,WAL-MAR in,1930710322.0,15850.7,2020-04-13,2020-04-19
31259,0200744019,TARG us,1930715924.0,35775.32,2020-04-13,2020-04-19
19884,0200759878,SA in,1930717421.0,8573.99,2020-04-13,2020-04-16
31934,0200769623,WAL-MAR corporation,1930715250.0,918.55,2020-04-13,2020-04-14
33686,0140104409,LOB systems,2960624368.0,74838.96,2020-04-12,2020-04-12
30819,0200704045,RA co,1930718788.0,1122.59,2020-04-13,2020-04-14
43853,0200769623,WAL-MAR trust,1930713184.0,20217.38,2020-04-13,2020-04-19
49884,0200769623,WAL-MAR corp,1930717504.0,24553.53,2020-04-13,2020-04-19
1186,0200769623,WAL-MAR corporation,1930709519.0,33315.4,2020-04-13,2020-04-19
20181,0200759878,SA corp,1930715553.0,57635.29,2020-04-13,2020-04-19
7622,0200769623,WAL-MAR co,1930713533.0,46528.29,2020-04-13,2020-04-19
44380,0200726979,BJ'S  trust,1930716119.0,367.62,2020-04-13,2020-04-15
46115,0200769623,WAL-MAR foundation,1930714602.0,15433.53,2020-04-13,2020-04-19
39737,0200712187,SPAR associates,1930718239.0,101285.03,2020-04-13,2020-04-17
44392,0200769623,WAL-MAR corporation,1930716622.0,12139.36,2020-04-13,2020-04-19
28124,0200759878,SA trust,1930715353.0,41386.34,2020-04-13,2020-04-19
38664,0100000272,WR co,1930425959.0,37708.8,2020-04-13,2020-04-19
27046,0200769623,WAL-MAR llc,1930717337.0,61.29,2020-04-13,2020-04-23
7677,0200707822,PUBLI corporation,1930707365.0,88091.85,2020-04-13,2020-04-17
29126,0200769623,WAL-MAR corporation,1930716789.0,5825.86,2020-04-13,2020-04-16
37591,0200705742,DOT associates,1930717674.0,1054.72,2020-05-02,2020-05-03
45749,0200707822,PUBLI co,1930718119.0,19765.01,2020-04-13,2020-04-19
49077,0200769623,WAL-MAR corporation,1930717007.0,1356.55,2020-04-13,2020-04-14
27059,200772670,ASSOCIAT corp,1930716873.0,16813.67,2020-04-13,2020-04-19
1712,0200772595,SAFEW ,1930718250.0,35582.18,2020-04-13,2020-04-19
1232,0200780383,MEIJ us,1930715526.0,102235.52,2020-04-13,2020-04-17
36921,0200759878,SA trust,1930715353.0,41386.34,2020-04-13,2020-04-19
11901,0200769623,WAL-MAR corp,1930718501.0,4696.19,2020-04-13,2020-04-16
5469,0200748108,KROGER in,1930717081.0,21046.06,2020-04-13,2020-04-19
3520,0200769623,WAL-MAR corp,1930711116.0,15812.0,2020-04-13,2020-04-19
10908,0200762301,C&S WH foundation,1930716743.0,1146.38,2020-04-13,2020-04-14
41210,0200769623,WAL-MAR in,1930714953.0,8864.2,2020-04-13,2020-04-13
41205,0200769623,WAL-MAR corp,1930714765.0,15234.23,2020-04-13,2020-04-19
36793,0200707822,PUBLI corporation,1930707365.0,88091.85,2020-04-13,2020-04-17
2181,0100031704,DELHAIZE co,1930714924.0,68127.19,2020-04-13,2020-04-18
13651,0140106408,WAL-M ,2960624841.0,91412.31,2020-04-08,2020-04-08
26123,0140104409,LOB corporation,2960624683.0,132142.45,2020-04-09,2020-04-13
27862,0200769623,WAL-MAR trust,1930715630.0,22624.59,2020-04-13,2020-04-19
26060,0140104340,COLABOR  us,2960624525.0,27910.72,2020-04-10,2020-04-17
22130,0200707005,KING S associates,1930706364.0,40742.66,2020-04-13,2020-04-19
1292,0200755701,ASSOCI in,1930715076.0,45971.05,2020-04-13,2020-04-19
12218,0200769623,WAL-MAR co,1930715129.0,10516.22,2020-04-13,2020-04-19
34894,0200769623,WAL-MAR foundation,1930709646.0,16952.77,2020-04-13,2020-04-19
13753,0200769623,WAL-MAR trust,1930711263.0,34345.02,2020-04-13,2020-04-19
47491,0200769623,WAL-MAR co,1930708984.0,53791.26,2020-04-13,2020-04-19
19663,0200704045,RA systems,1930718562.0,101714.6,2020-04-13,2020-04-17
11458,0200769623,WAL-MAR in,1930711086.0,41130.79,2020-04-13,2020-04-19
5870,0200759878,SA co,1930717420.0,76013.41,2020-04-13,2020-04-18
15662,0200704045,RA trust,1930718399.0,116760.34,2020-04-13,2020-04-17
42085,0200707822,PUBLI foundation,1930718561.0,122928.08,2020-04-13,2020-04-21
19691,0200769623,WAL-MAR us,1930718775.0,15482.3,2020-04-13,2020-04-19
34723,0200769623,WAL-MAR corp,1930716914.0,633.99,2020-04-13,2020-04-14
6769,0200769623,WAL-MAR trust,1930714157.0,17981.59,2020-04-13,2020-04-19
32361,0200769623,WAL-MAR us,1930716037.0,7016.11,2020-04-13,2020-04-16
24997,0200769623,WAL-MAR us,1930709864.0,15680.56,2020-04-13,2020-04-19
16249,0200936373,SUPE in,1930715458.0,161648.52,2020-04-14,2020-04-22
49087,0200290370,BARGAIN  trust,1930713513.0,6255.32,2020-04-14,2020-04-17
29169,0200915438,GROC trust,1930720485.0,7319.43,2020-04-14,2020-04-17
175,0200920735,ALBERT us,1930716498.0,70852.73,2020-04-14,2020-04-19
49105,0200780383,MEIJ ,1930719746.0,14577.19,2020-04-14,2020-04-20
12466,200875006,KROGER systems,1930719761.0,100394.45,2020-04-14,2020-04-18
38173,0200782001,GORDO in,1930719006.0,23243.4,2020-04-14,2020-04-20
9725,0200780383,MEIJ corp,1930723307.0,82222.19,2020-04-14,2020-04-19
15660,0200772670,ASSOCIAT systems,1930719832.0,60848.86,2020-04-14,2020-04-18
9182,0200780383,MEIJ corporation,1930717693.0,124367.47,2020-04-14,2020-04-22
33318,0200769623,WAL-MAR corporation,1930723640.0,26402.47,2020-04-14,2020-04-20
4868,0200744019,TARG us,1930717585.0,11896.56,2020-04-14,2020-04-20
40736,0200769623,WAL-MAR ,1930715415.0,59882.83,2020-04-14,2020-04-18
9211,0200744019,TARG foundation,1930718233.0,17176.35,2020-04-14,2020-04-20
26813,0200769623,WAL-MAR ,1930716600.0,1577.32,2020-04-14,2020-04-15
42810,200891601,POWE co,1930719812.0,46422.9,2020-04-29,2020-05-05
45024,0140103385,SUPER  foundation,1991841635.0,38450.53,2020-04-29,2020-05-04
5133,0140104440,SO llc,2960625330.0,109146.31,2020-04-09,2020-04-09
36832,0200762301,C&S WH ,1930718609.0,104916.1,2020-04-14,2020-04-18
31648,0200781831,RITE associates,1930723765.0,63673.52,2020-04-14,2020-04-19
28099,0200418007,AM foundation,1930701040.0,8324.59,2020-04-14,2020-04-17
11094,0100012638,99 CE corp,1930718388.0,1987.9,2020-06-03,2020-06-04
37981,0200769623,WAL-MAR foundation,1930716776.0,12932.73,2020-04-14,2020-04-20
29384,0200796637,MERCH llc,1930711481.0,33505.28,2020-04-14,2020-04-20
36027,0200769623,WAL-MAR associates,1930719731.0,6967.03,2020-04-14,2020-04-17
16063,0200750051,ALBER us,1930722770.0,803.48,2020-04-14,2020-04-15
49409,0200772670,ASSOCIAT corporation,1930720639.0,109367.04,2020-04-14,2020-04-18
46460,0200407025,ALBERT ,1930716442.0,58448.78,2020-04-14,2020-04-18
12701,0200769623,WAL-MAR llc,1930719151.0,32529.32,2020-04-14,2020-04-20
37997,0200881076,ALBERT systems,1930716975.0,83009.76,2020-04-14,2020-04-16
41288,0200794332,COST systems,1930718146.0,7681.55,2020-04-14,2020-04-17
26710,200726979,BJ'S  associates,1930724058.0,221.26,2020-04-14,2020-04-24
25458,0200126819,MCLANE ,1930686988.0,12606.59,2020-04-14,2020-04-20
23611,200726979,BJ'S  co,1930724567.0,142.9,2020-04-14,2020-04-24
23579,0200769623,WAL-MAR systems,1930718866.0,98576.08,2020-04-14,2020-04-18
41110,0140104249,SOB foundation,2960625244.0,54213.81,2020-04-17,2020-04-19
16699,200729290,KROGER foundation,1930718374.0,16703.44,2020-04-14,2020-04-20
14469,0200769623,WAL-MAR foundation,1930715473.0,34586.71,2020-04-14,2020-04-20
29996,0200769623,WAL-MAR co,1930718332.0,1012.15,2020-04-14,2020-04-15
39160,0200769623,WAL-MAR co,1930717867.0,25844.09,2020-04-14,2020-04-20
26000,0200794332,COST in,1930719429.0,61253.18,2020-04-14,2020-04-18
29421,0200418007,AM in,1930722957.0,16625.06,2020-04-14,2020-04-20
5377,0200795490,HY -  systems,1930719357.0,40788.27,2020-06-03,2020-06-09
40919,0200769623,WAL-MAR corporation,1930716855.0,59055.02,2020-04-14,2020-04-18
29478,0200769623,WAL-MAR systems,1930719406.0,39637.99,2020-04-14,2020-04-20
31644,0200769623,WAL-MAR trust,1930717578.0,111054.25,2020-04-14,2020-04-18
12404,0200793568,SUPE associates,1930718321.0,28996.2,2020-04-14,2020-04-20
28305,0200769623,WAL-MAR associates,1930719130.0,34612.31,2020-04-14,2020-04-20
29411,0200936373,SUPE systems,1930714221.0,4758.4,2020-04-14,2020-04-17
48079,0140104225,SAVE-ON- trust,2960625602.0,163723.29,2020-04-09,2020-04-13
36725,0200705089,JETR in,1930720496.0,4281.56,2020-04-14,2020-04-17
16455,0200769623,WAL-MAR corp,1930717374.0,17306.52,2020-04-14,2020-04-20
29735,0200762301,C&S WH systems,1930723839.0,8006.68,2020-06-03,2020-06-06
38056,200980828,BEN E associates,1930712164.0,26791.73,2020-04-14,2020-04-20
41174,0200707741,SMART &  co,1930719556.0,23951.14,2020-04-14,2020-04-20
5820,200726979,BJ'S  systems,1930723138.0,71.46,2020-04-14,2020-04-24
881,0200769623,WAL-MAR llc,1930720370.0,39830.55,2020-04-14,2020-04-20
14202,0200418007,AM associates,1930720434.0,8994.6,2020-06-03,2020-06-03
10508,200726979,BJ'S  in,1930717633.0,440.12,2020-04-14,2020-04-16
10486,0200780383,MEIJ associates,1930720708.0,81714.77,2020-04-14,2020-04-19
48948,0200704858,WAKE associates,1930716775.0,25997.0,2020-04-14,2020-04-20
40548,0200779906,BOZZU foundation,1930723310.0,135928.0,2020-04-14,2020-04-22
26270,0140104440,SO llc,2960625327.0,32569.43,2020-04-09,2020-04-16
5062,0200729942,SA foundation,1930724332.0,30478.4,2020-06-03,2020-06-09
2641,0200769623,WAL-MAR in,1930719106.0,15764.37,2020-04-14,2020-04-20
41945,0100031704,DELHAIZE trust,1930715619.0,36129.77,2020-04-14,2020-04-20
23101,0200756072,REINHA trust,1930715675.0,21051.93,2020-04-14,2020-04-20
29801,0200769623,WAL-MAR ,1930720516.0,10048.77,2020-04-14,2020-04-20
16513,0200792293,UNIFIE foundation,1930719303.0,44019.48,2020-04-14,2020-04-20
17570,0100033439,WESTI trust,1930715710.0,40462.0,2020-04-09,2020-04-15
17572,0200759878,SA corporation,1930716849.0,65792.1,2020-04-14,2020-04-19
9497,0200794332,COST ,1930721292.0,25038.2,2020-04-14,2020-04-20
28356,0200769623,WAL-MAR systems,1930717378.0,1746.34,2020-04-14,2020-04-15
45149,0200729942,SA llc,1930723339.0,55917.17,2020-04-14,2020-04-20
33161,0200744019,TARG ,1930718474.0,90960.0,2020-04-14,2020-04-18
2620,0200148860,DOLLA foundation,1930716951.0,58302.1,2020-04-14,2020-04-18
37227,0200769623,WAL-MAR foundation,1930719743.0,32215.93,2020-04-14,2020-04-20
48034,0200764795,SYSCO  ,1930721374.0,25123.9,2020-04-14,2020-04-20
5041,0200705742,DOT corporation,1930719858.0,44624.9,2020-05-01,2020-05-07
42676,0200769623,WAL-MAR systems,1930716961.0,1991.84,2020-04-14,2020-04-15
23253,0200761734,H E BUT llc,1930715092.0,105528.32,2020-04-14,2020-04-18
45394,0200769623,WAL-MAR foundation,1930717159.0,23441.76,2020-04-14,2020-04-20
12083,0200769623,WAL-MAR associates,1930715716.0,2373.96,2020-04-14,2020-04-25
23264,0200418007,AM co,1930687279.0,23502.47,2020-04-14,2020-04-20
16262,0200148860,DOLLA associates,1930719508.0,5040.29,2020-06-03,2020-06-06
41669,0200707005,KING S foundation,1930712290.0,120458.23,2020-04-14,2020-04-22
21938,0140105785,SHOPPE us,2960625336.0,39546.36,2020-04-11,2020-04-18
18578,0200769623,WAL-MAR ,1930715799.0,28517.09,2020-04-14,2020-04-20
32689,0200769623,WAL-MAR trust,1930716858.0,19620.22,2020-04-14,2020-04-20
33272,0200769623,WAL-MAR co,1930718166.0,13213.42,2020-04-14,2020-04-20
45597,0200729942,SA co,1930720982.0,41111.16,2020-06-03,2020-06-09
49144,0140104440,SO in,2960625143.0,126400.18,2020-04-16,2020-04-20
25607,0200779051,AFFILI systems,1930723033.0,36869.7,2020-04-14,2020-04-20
6277,0100035971,BON  corporation,1930719863.0,43770.85,2020-04-14,2020-04-20
29052,0200729942,SA llc,1930723931.0,21119.6,2020-04-14,2020-04-20
12050,0200769623,WAL-MAR systems,1930719515.0,661.11,2020-04-14,2020-04-15
23553,0200762301,C&S WH co,1930716337.0,21081.51,2020-04-14,2020-04-20
13677,0200769623,WAL-MAR co,1930713685.0,16036.81,2020-04-14,2020-04-20
12252,0140104249,SOB ,2960625318.0,50750.92,2020-04-17,2020-04-19
4501,0200936373,SUPE ,1930723813.0,67555.82,2020-04-14,2020-04-19
32766,0200769623,WAL-MAR ,1930720430.0,6532.6,2020-04-14,2020-04-17
39309,0100033268,NICHOL co,1930720701.0,31226.03,2020-04-14,2020-04-20
29909,0200769623,WAL-MAR us,1930714190.0,53589.26,2020-04-14,2020-04-20
4747,0200418007,AM systems,1930715957.0,11289.6,2020-04-14,2020-04-20
17800,0200769623,WAL-MAR trust,1930715927.0,19722.91,2020-04-14,2020-04-20
31701,0200773364,U R M  in,1930714977.0,49912.55,2020-04-14,2020-04-20
32789,0200780383,MEIJ associates,1930719105.0,119304.75,2020-04-14,2020-04-22
21809,0200769623,WAL-MAR us,1930718165.0,1898.9,2020-04-14,2020-04-15
22887,0200759878,SA co,1930712034.0,30736.5,2020-04-14,2020-04-20
26927,0140106408,WAL-M corporation,2960625139.0,10625.41,2020-04-09,2020-04-16
11791,0200769623,WAL-MAR ,1930715158.0,1487.83,2020-04-14,2020-04-15
23651,0200794332,COST foundation,1930716450.0,1501.27,2020-04-14,2020-04-15
20680,0200769623,WAL-MAR us,1930714776.0,19350.57,2020-04-14,2020-04-20
12935,0200722444,PERFOR foundation,1930706395.0,9925.06,2020-04-14,2020-04-20
14877,0200148860,DOLLA corporation,1930717188.0,74360.19,2020-04-14,2020-04-19
49657,0200769623,WAL-MAR foundation,1930718266.0,15.76,2020-04-14,2020-04-27
30639,0200769623,WAL-MAR corporation,1930715812.0,22427.21,2020-04-14,2020-04-20
14849,0100031704,DELHAIZE corporation,1930715756.0,80065.03,2020-04-14,2020-04-19
34923,0200762950,HAR co,1930720127.0,13229.92,2020-04-14,2020-04-20
40109,0200769623,WAL-MAR foundation,1930716104.0,58620.11,2020-04-14,2020-04-18
38296,0200769623,WAL-MAR co,1930718346.0,44183.19,2020-04-14,2020-04-20
35302,200726979,BJ'S  corporation,1930724724.0,186.06,2020-04-14,2020-04-24
30559,0200769623,WAL-MAR corp,1930718896.0,10299.49,2020-04-14,2020-04-20
3969,0200014556,ALBER us,1930715626.0,97629.69,2020-04-14,2020-04-18
38547,0200793830,M foundation,1930723357.0,18138.78,2020-04-14,2020-04-20
46873,0200881076,ALBERT foundation,1930720191.0,85983.97,2020-04-14,2020-04-18
8148,0200772595,SAFEW foundation,1930716193.0,47496.09,2020-04-14,2020-04-20
38531,0200759878,SA us,1930717791.0,94586.39,2020-04-14,2020-04-18
19880,0200769623,WAL-MAR in,1930717758.0,1322.22,2020-04-14,2020-04-15
7924,0200769623,WAL-MAR in,1930714464.0,15558.87,2020-04-14,2020-04-20
40075,0200762301,C&S WH trust,1930715559.0,94201.33,2020-04-14,2020-04-18
601,0200980828,BEN E us,1930722956.0,22981.2,2020-04-14,2020-04-20
8013,0200149567,RESER co,1930720175.0,11824.32,2020-05-14,2020-05-20
3281,0200799367,MCL ,1930719917.0,65860.81,2020-04-14,2020-04-19
19158,0200794332,COST ,1930719446.0,32715.47,2020-04-14,2020-04-20
34351,0200696090,UNITE in,1930710522.0,5179.16,2020-04-14,2020-04-17
47681,0200769623,WAL-MAR trust,1930716773.0,9969.6,2020-04-14,2020-04-20
24446,200726979,BJ'S  co,1930723328.0,99.19,2020-04-14,2020-04-24
33476,0200744019,TARG co,1930718638.0,7664.54,2020-04-14,2020-04-17
25241,0200750051,ALBER foundation,1930722983.0,20153.0,2020-04-14,2020-04-20
27471,0200418007,AM foundation,1930718969.0,52872.6,2020-06-03,2020-06-09
35267,200772670,ASSOCIAT associates,1930720985.0,244.47,2020-04-14,2020-04-25
14962,0200729942,SA co,1930724353.0,21139.05,2020-06-03,2020-06-09
38704,0200769623,WAL-MAR ,1930715799.0,28517.09,2020-04-14,2020-04-20
49655,140104409,LOB foundation,2960625605.0,138411.16,2020-04-09,2020-04-13
34900,0200769623,WAL-MAR in,1930718732.0,30.64,2020-04-14,2020-04-24
14565,0200744019,TARG us,1930716289.0,26844.27,2020-04-14,2020-04-20
24806,0200769623,WAL-MAR in,1930718439.0,51663.3,2020-04-14,2020-04-20
28658,0200707005,KING S foundation,1930712290.0,120458.23,2020-04-14,2020-04-22
3158,0200707822,PUBLI ,1930720672.0,109422.11,2020-04-14,2020-04-18
20230,0200769623,WAL-MAR co,1930718331.0,5501.3,2020-04-14,2020-04-17
49562,0200739534,OK llc,1930711401.0,176638.1,2020-04-14,2020-04-22
44515,0100027744,OMEGA AD in,2960624085.0,511.51,2020-03-30,2020-04-29
3422,0200794332,COST corp,1930724721.0,34741.69,2020-04-14,2020-04-20
46948,0200706844,WINC corporation,1930719366.0,321.02,2020-04-14,2020-04-25
30785,0200762301,C&S WH associates,1930717486.0,25798.02,2020-04-14,2020-04-20
7335,0200777735,NASH  trust,1930721468.0,11477.95,2020-04-14,2020-04-20
20505,0200769623,WAL-MAR trust,1930714775.0,44973.76,2020-04-14,2020-04-20
43555,0200759082,INGL associates,1930720280.0,150047.24,2020-04-14,2020-04-22
3902,200726979,BJ'S  foundation,1930718481.0,378.72,2020-04-14,2020-04-16
7753,0200769623,WAL-MAR corp,1930710171.0,13265.24,2020-04-14,2020-04-20
7901,0200769623,WAL-MAR co,1930721701.0,4341.39,2020-04-14,2020-04-17
7140,0200762301,C&S WH llc,1930718111.0,72356.37,2020-04-14,2020-04-19
24685,0200777735,NASH  in,1930718422.0,19198.93,2020-04-14,2020-04-20
27639,0200769623,WAL-MAR corp,1930718946.0,6744.44,2020-04-14,2020-04-17
31332,0200769623,WAL-MAR llc,1930710194.0,195.13,2020-04-14,2020-04-24
12887,0200779051,AFFILI llc,1930721765.0,132121.0,2020-04-14,2020-04-22
19226,0200794332,COST systems,1930719719.0,32715.47,2020-04-14,2020-04-20
47574,0200769623,WAL-MAR co,1930715199.0,43598.92,2020-04-14,2020-04-20
7795,0200793122,PIGGLY associates,1930718371.0,41094.85,2020-04-14,2020-04-20
24176,0200769623,WAL-MAR in,1930720477.0,27393.49,2020-04-14,2020-04-20
3163,200726979,BJ'S  systems,1930723138.0,71.46,2020-04-14,2020-04-24
43291,0200706844,WINC foundation,1930733056.0,29373.37,2020-04-14,2020-04-20
28794,0200738514,KTA  in,1930677149.0,13699.26,2020-04-29,2020-05-05
20483,0200769623,WAL-MAR corp,1930703870.0,6441.42,2020-04-14,2020-04-17
20519,0200725421,BEN  co,1930716401.0,32736.6,2020-04-14,2020-04-20
15221,0200129450,NU associates,1930708793.0,19657.13,2020-04-29,2020-05-05
20381,0100027744,OMEGA AD trust,2960624084.0,4276.8,2020-03-30,2020-04-14
21200,0200764795,SYSCO  co,1930721376.0,17719.12,2020-04-14,2020-04-20
3093,200729290,KROGER co,1930718421.0,16557.21,2020-04-14,2020-04-20
13178,0200769623,WAL-MAR trust,1930719193.0,43420.88,2020-04-14,2020-04-20
19771,0200732755,KROGER ,1930783850.0,58735.16,2020-04-14,2020-04-18
